title,category,price,rating,availability,description,upc,num_reviews,product_url,stock_count,description_word_count,price_range,recommended
the four agreements: a practical guide to personal freedom,spirituality,17.66,5,in stock (18 available) in stock in stock in stock in stock in stock in stock,"in the four agreements, don miguel ruiz reveals the source of self-limiting beliefs that rob us of joy and create needless suffering. based on ancient toltec wisdom, the four agreements offer a powerful code of conduct that can rapidly transform our lives to a new experience of freedom, true happiness, and love. the four agreements are: be impeccable with your word, don't in the four agreements, don miguel ruiz reveals the source of self-limiting beliefs that rob us of joy and create needless suffering. based on ancient toltec wisdom, the four agreements offer a powerful code of conduct that can rapidly transform our lives to a new experience of freedom, true happiness, and love. the four agreements are: be impeccable with your word, don't take anything personally, don't make assumptions, always do your best. ...more",6258a1f6a6dcfe50,0,https://books.toscrape.com/catalogue/the-four-agreements-a-practical-guide-to-personal-freedom_970/index.html,18,135,REASONABLE,True
wall and piece,art,44.18,4,in stock (18 available) in stock in stock in stock in stock in stock in stock,"banksy, britain's now-legendary ""guerilla"" street artist, has painted the walls, streets, and bridges of towns and cities throughout the world. not only did he smuggle his pieces into four of new york city's major art museums, he's also ""hung"" his work at london's tate gallery and adorned israel's west bank barrier with satirical images. banksy's identity remains unknown, banksy, britain's now-legendary ""guerilla"" street artist, has painted the walls, streets, and bridges of towns and cities throughout the world. not only did he smuggle his pieces into four of new york city's major art museums, he's also ""hung"" his work at london's tate gallery and adorned israel's west bank barrier with satirical images. banksy's identity remains unknown, but his work is unmistakable—with prints selling for as much as $45,000. ...more",ccd9ffa25efabdea,0,https://books.toscrape.com/catalogue/wall-and-piece_971/index.html,18,129,COSTLY,False
worlds elsewhere: journeys around shakespeare’s globe,nonfiction,40.3,5,in stock (18 available) in stock in stock in stock in stock in stock in stock,"anti-apartheid activist, bollywood screenwriter, nazi pin-up, hero of the wild west: this is shakespeare as you have never seen him before.from the sixteenth-century baltic to the american revolution, from colonial india to the skyscrapers of modern-day shanghai, shakespeare’s plays appear at the most fascinating of times and in the most unexpected of places. no other writ anti-apartheid activist, bollywood screenwriter, nazi pin-up, hero of the wild west: this is shakespeare as you have never seen him before.from the sixteenth-century baltic to the american revolution, from colonial india to the skyscrapers of modern-day shanghai, shakespeare’s plays appear at the most fascinating of times and in the most unexpected of places. no other writer’s work has been performed, translated, adapted and altered in such a remarkable variety of cultures and languages. but what is it about william shakespeare – a man from warwickshire who never once set foot outside england – that has made him at home in so many places around the globe?travelling across four continents, six countries and 400 years, andrew dickson takes us on a personal journey rich in insight and surprise. we enter the air-conditioned vault deep beneath capitol hill where the world’s largest collection of first folios is stored; discover the shadowy history of joseph goebbels’s obsession with shakespeare; and uncover the true story behind the scuffed edition in which nelson mandela and fellow robben island prisoners inscribed their names. both cultural history and literary travelogue, worlds elsewhere is an attempt to understand how shakespeare has become the international phenomenon he is – and why.""there were very few pages on which i didn’t learn something new or revelatory. a must-read for anyone interested in shakespeare’s impact on people and politics around the globe"" (james shapiro, author of 1599: a year in the life of william shakespeare)""immensely well-informed and highly readable. a revelatory journey of cultural exploration"" (professor stanley wells, general editor of the oxford and penguin shakespeares)""brilliantly original. absolutely engaging, witty and irresistible. what’s most remarkable: he’s said something new about shakespeare"" (michael pye, author of the edge of the world)""a truly original book about shakespeare: one that explores the dramatist's global reach with tenacity, devotion and an exhilarating spirit of adventure"" (michael billington) ...more",4c28def39d850cdf,0,https://books.toscrape.com/catalogue/worlds-elsewhere-journeys-around-shakespeares-globe_972/index.html,18,368,COSTLY,False
aladdin and his wonderful lamp,default,53.13,3,in stock (19 available) in stock in stock in stock in stock in stock in stock,"planning on seeing aladdin the disney musical? read the classic story of ""aladdin and his wonderful lamp"" in this sparkling new edition by harpendore. synopsis: aladdin is a poor boy who lives with his mother in the ancient kingdom of cathay. one day a strange man appears offering untold riches! aladdin is not so sure, yet he's sorely tempted. join aladdin on his incredib planning on seeing aladdin the disney musical? read the classic story of ""aladdin and his wonderful lamp"" in this sparkling new edition by harpendore. synopsis: aladdin is a poor boy who lives with his mother in the ancient kingdom of cathay. one day a strange man appears offering untold riches! aladdin is not so sure, yet he's sorely tempted. join aladdin on his incredible adventures and visit the cave of treasures. a world of magic awaits you, but watch your step - there's mischief lurking at every turn! the arabian nights (also known as the one thousand and one nights) is an ancient collection of tales that have existed for thousands of years. harpendore's arabian nights adventures are beautifully retold versions of these ancient classics that are specially designed to appeal to children aged seven years and above. they are written in a warm and accessible style and include wonderful illustrations inside. with mischief and magic in equal measure, this series is sure to captivate readers everywhere. the arabian nights adventures series is being released throughout 2016 and 2017. stories to be included are: the adventures of prince camar & princess badoura aladdin and his wonderful lamp gulnare of the sea ali baba and the forty thieves the seven voyages of sinbad the sailor the enchanted horse the talking bird, the singing tree and the golden water the merchant and the genie the tale of zubaidah and the three qalandars the adventures of harun al-rashid, caliph of baghdad the three princes, the princess and the jinni pari banou the fisherman and the genie the king's jester (also known as the little hunchback) ...more",904208d6aa64b655,0,https://books.toscrape.com/catalogue/aladdin-and-his-wonderful-lamp_973/index.html,19,337,COSTLY,False
america's cradle of quarterbacks: western pennsylvania's football factory from johnny unitas to joe montana,default,22.5,3,in stock (19 available) in stock in stock in stock in stock in stock in stock,"any fan of the baltimore colts of my era, any fan of my friend and teammate johnny unitas, or, for that matter, any fan of football in general should enjoy wayne stewart's book. it contains great stories, statistics, and information on all of the many great quarterbacks whocame out of western pennsylvania and much more. raymond berry nfl hall of fame wide receiver it’s wel any fan of the baltimore colts of my era, any fan of my friend and teammate johnny unitas, or, for that matter, any fan of football in general should enjoy wayne stewart's book. it contains great stories, statistics, and information on all of the many great quarterbacks whocame out of western pennsylvania and much more. raymond berry nfl hall of fame wide receiver it’s well known that the nfl has been dominated through the years by quarterbacks sown and grown in a relatively small area surrounding the city of pittsburgh in western pennsylvania. in america’s cradle of quarterbacks, author wayne stewart not only tells us who they are, he digs deep to explain the nature and nurture behind the rich harvest of signal callers (montana, unitas, marino, namath, kelly, blanda, etc.) who have risen from that fertile soil to claim lombardi trophies and dominate the gallery of busts in the pro football hall of fame. stewart has written a fascinating book that belongs on the shelves of football historians and everyday fans alike. jeffrey j. miller author of rockin’ the rockpile, buffalo’sforgotten champions, and game changers ...more",c7d160c2c0de586f,0,https://books.toscrape.com/catalogue/americas-cradle-of-quarterbacks-western-pennsylvanias-football-factory-from-johnny-unitas-to-joe-montana_974/index.html,19,252,AFFORDABLE,False
birdsong: a story in pictures,childrens,54.64,3,in stock (19 available) in stock in stock in stock in stock in stock in stock,"bring the thrilling story of one red bird to life. when an innocent bird meets two cruel kids, their world is forever changed. but exactly how that change unfolds is up to you, in the tradition of kamishibai—japanese paper theater. the wordless story by master cartoonist james sturm is like a haiku—the elegant images leave space for children to inhabit this timeless tale—a bring the thrilling story of one red bird to life. when an innocent bird meets two cruel kids, their world is forever changed. but exactly how that change unfolds is up to you, in the tradition of kamishibai—japanese paper theater. the wordless story by master cartoonist james sturm is like a haiku—the elegant images leave space for children to inhabit this timeless tale—and make it their own, leading them to learn an ultimate lesson they'll never forget.james sturm is the author of several books for kids including the adventures in cartooning series (with andrew arnold and alexis frederick-frost) and the forthcoming ape and armadillo. james also helped start a college for cartoonists, the center for cartoon studies, in the small railroad village of white river junction, vermont. ...more",9528d0948525bf5f,0,https://books.toscrape.com/catalogue/birdsong-a-story-in-pictures_975/index.html,19,191,COSTLY,False
black dust,romance,34.53,5,in stock (19 available) in stock in stock in stock in stock in stock in stock,"no matter how busy he keeps himself, successful broadway musician tobias spence can’t outrun the memory of a tragic car crash from his past that claimed a friend’s life and permanently injured his former boyfriend, emmett.even after losing tobias, emmett henderson made peace with that awful night, living in his indiana hometown where he has become a revered choral director no matter how busy he keeps himself, successful broadway musician tobias spence can’t outrun the memory of a tragic car crash from his past that claimed a friend’s life and permanently injured his former boyfriend, emmett.even after losing tobias, emmett henderson made peace with that awful night, living in his indiana hometown where he has become a revered choral director. when his students are asked to perform in new york city, he decides to chance reconnecting with his former love, if for no other reason than to get a proper goodbye.when emmett and tobias finally meet 15 years after parting ways, it is clear to both of them that their feelings for each other have not changed. as they explore their renewed relationship, the two men face old hurts and the new challenges of a long-distance romance. will tobias lose his second chance at love to the ghosts he can’t seem to put to rest? ...more",00bfed9e18bb36f3,0,https://books.toscrape.com/catalogue/black-dust_976/index.html,19,216,COSTLY,False
the natural history of us (the fine art of pretending #2),young adult,45.22,3,in stock (16 available) in stock in stock in stock in stock in stock in stock,"one class assignment. one second chance at love. the school player is all in. now he needs to win back the sweet commitment girl who's forever owned his heart. justin carter has a secret. he's not the total player fairfield academy believes him to be. not really. in fact, he used to be a one-woman guy...and his feelings for her never went away. too bad he broke her heart t one class assignment. one second chance at love. the school player is all in. now he needs to win back the sweet commitment girl who's forever owned his heart. justin carter has a secret. he's not the total player fairfield academy believes him to be. not really. in fact, he used to be a one-woman guy...and his feelings for her never went away. too bad he broke her heart three years ago and made sure to ruin any chance she'd ever forgive him. peyton williams is a liar. she pretends to be whole, counting down the days until graduation and helping her parents at the family ranch. but the truth is, she's done everything she can to get over justin, and salvation is just around the corner. with graduation one short month away, she'll soon break free from the painful memories and start her life fresh. of course, she has to get through working with him on one last assignment first. for justin, nothing ever felt as right as being with peyton, and now that fate's given him a shot at redemption, he's determined to make the most of it. and for peyton...well, justin carter has always been her kryptonite. ...more",cedf82b5086e4691,0,https://books.toscrape.com/catalogue/the-natural-history-of-us-the-fine-art-of-pretending-2_941/index.html,16,271,COSTLY,False
the past never ends,mystery,56.5,4,in stock (16 available) in stock in stock in stock in stock in stock in stock,"a simple task, attorney chester morgan thinks. get a copy of a public record for a young man whose only friend has died in an unexplained accidental death. except... the police file regarding the demise of sex worker tanya everly has been sealed by the order of the chief of police, and no one will talk. warned to drop the matter, attorney morgan knows that if he doesn't sp a simple task, attorney chester morgan thinks. get a copy of a public record for a young man whose only friend has died in an unexplained accidental death. except... the police file regarding the demise of sex worker tanya everly has been sealed by the order of the chief of police, and no one will talk. warned to drop the matter, attorney morgan knows that if he doesn't speak for the dead young woman, no one will. haunted by his discovery of the body of a prominent local oilman, morgan pursues a quest for justice that puts his reputation, career, and life at risk. a journey that takes him into the dark shadows of the sex-for-sale business, into the marble courtrooms of oklahoma, and into the aching loneliness of his own soul. set in the american southwest in the days before 9/11, the past never ends is both a complex murder mystery and a meditation on the self-perpetuating nature of injustice and the ethereal nature of justice itself. ...more",5ee94540d0749ea0,0,https://books.toscrape.com/catalogue/the-past-never-ends_942/index.html,16,238,COSTLY,False
"the pioneer woman cooks: dinnertime: comfort classics, freezer food, 16-minute meals, and other delicious ways to solve supper!",food and drink,56.41,1,in stock (16 available) in stock in stock in stock in stock in stock in stock,"there’s no time like dinnertime!oh, don’t get me wrong. i adore breakfast. i love lunch! but dinnertime definitely tops them all. it’s the time of day when we reunite with our sweeties, our kids, our friends, our parents . . . and catch up on the events of the day over something mouthwatering and delicious. dinnertime anchors us, nourishes us, and reassures us. it’s the gr there’s no time like dinnertime!oh, don’t get me wrong. i adore breakfast. i love lunch! but dinnertime definitely tops them all. it’s the time of day when we reunite with our sweeties, our kids, our friends, our parents . . . and catch up on the events of the day over something mouthwatering and delicious. dinnertime anchors us, nourishes us, and reassures us. it’s the greatest meal of the day! the pioneer woman cooks: dinnertime is a beloved collection of all the scrumptious supper recipes that make their way through my kitchen in regular rotation, from main dish salads to satisfying soups to hearty casseroles to comfort food classics . . . and everything in between. i lay out all the different ways i tackle dinner in my house, from super-quick 16-minute meals to make-ahead freezer food to irresistible pastas and a bundle of brand-new favorites of my crew.you’ll want to immediately dive into surefire hits like tomato soup with parmesan croutons, buffalo chicken salad, baked ziti, and shrimp scampi. but just wait till you try the cashew chicken, french dip sandwiches, chicken marsala, and beef stroganoff. and don’t even get me started on the tomato tart, chicken with mustard cream sauce, and pan-fried pork chops. you’ll have a very tough time deciding on a favorite!to take away the guesswork, i made sure to include all the step-by-step recipe photos i love to share, and i packed as much deliciousness into each chapter as possible. my hope is that you will turn to this book regularly to solve your dinnertime dilemmas, and that you will use these recipes to feed your family time and time again. the more stains, smudges, and smears on the pages, the better!enjoy dinnertime in your household, friends! ...more",142d767a56a9254d,0,https://books.toscrape.com/catalogue/the-pioneer-woman-cooks-dinnertime-comfort-classics-freezer-food-16-minute-meals-and-other-delicious-ways-to-solve-supper_943/index.html,16,359,COSTLY,False
the secret of dreadwillow carse,childrens,56.13,1,in stock (16 available) in stock in stock in stock in stock in stock in stock,"a princess and a peasant girl must embark on a dangerous quest to outwit a centuries-old warning foretelling the fall of the monarchy in this modern fairytale. in the center of the verdant monarchy lies dreadwillow carse, a black and desolate bog that the happy people of the land do their best to ignore. little is known about it, except for one dire warning: if any monarc a princess and a peasant girl must embark on a dangerous quest to outwit a centuries-old warning foretelling the fall of the monarchy in this modern fairytale. in the center of the verdant monarchy lies dreadwillow carse, a black and desolate bog that the happy people of the land do their best to ignore. little is known about it, except for one dire warning: if any monarch enters dreadwillow carse, then the monarchy will fall. twelve-year-old princess jeniah yearns to know what the marsh could possibly conceal that might topple her family’s thousand-year reign of peace and prosperity. meanwhile, in the nearby town of emberfell, where everyone lives with unending joy, a girl named aon hides a sorrow she can never reveal. she knows that something in the carse--something that sings a haunting tune only aon can hear--holds the cure for her sadness. yet no matter how many times she tries to enter, the terror-inducing dreadwillow trees keep her away. after a chance meeting, princess jeniah and aon hatch a plan to send aon into the heart of the carse to unlock its darkest secret. but when aon doesn’t return, a guilt-stricken jeniah must enter the carse to try and rescue her friend--even if it means risking the entire monarchy. ...more",b5ea0b5dabed25a8,0,https://books.toscrape.com/catalogue/the-secret-of-dreadwillow-carse_944/index.html,16,278,COSTLY,False
the torch is passed: a harding family story,add a comment,19.09,1,in stock (16 available) in stock in stock in stock in stock in stock in stock,"andrea harding is a recent college graduate looking forward to attending duke law school when her world is turned upside down by the shooting of her father, nicholas, and uncle, michael, in a surprising and puzzling attack. they are the only family she has, aside from her paternal grandmother dorothy, so when her uncle dies from the attack and her father lays comatose in i andrea harding is a recent college graduate looking forward to attending duke law school when her world is turned upside down by the shooting of her father, nicholas, and uncle, michael, in a surprising and puzzling attack. they are the only family she has, aside from her paternal grandmother dorothy, so when her uncle dies from the attack and her father lays comatose in icu, it falls to andrea to not only investigate who would want to kill her father and uncle, but also to oversee harding industries, the family company. when her father’s longtime attorney and one of a handful of family friends, beth cowling, rushes to help andrea long distance, the youngest harding soon finds herself surrounded by a bevy of intriguing new friends and helpers. first to arrive is beth’s own daughter, riva, acting as andrea’s attorney after andrea is violently attacked in her father’s home, where she grew up, forcing her to kill both would-be assassins. when nicholas’s on again/off again lover, state prosecutor and gubernatorial hopeful kerry marcus, is equally at a loss to name suspects in the harding family attacks, riva begins her own investigation into the short list of family friends and colleagues, including don marshall, former colleague of nicholas’s at marshall pharmaceutical, which don now runs, and don’s wife karen. marshall has a shady past, including an incident at his company that also involved andrea’s father. she also looks closely at marcus ricci, father of andrea’s closest high school friend, jason. after jason’s death from leukemia, ricci becomes like a second father to andrea. ricci is also widely believed to have ties to the new jersey mob. but beth has another contact she wants involved in the investigation, deirdre southington, daughter of beth’s old friend cordelia southington. the southington family has more money than god, as well as, through deirdre, more contacts in the intriguing world of international espionage. a former nsa agent, deirdre is mysterious and beautiful in a cold way. an eccentric who travels via private rail car, she is also extraordinarily persuasive, holding a phd in forensic psychology that she has put to great use in both her work with the nsa and on her own, as a defender of good, rooting out evil doers and ensuring they are brought to her own brand of justice. andrea, riva, and deirdre all also cast a suspicious eye on the oakes brothers, carlton and jefferson, who run oakes industries along with their silent partner and cousin, new jersey state senator schuyler colfax, who also has his eye on the governor’s seat. oakes industries has recently made an attempt to purchase harding industries, a seemingly irrational move that is rebuffed by nicholas. what no one knows until much later is that the oakes brothers have entered into a business deal with russian mobster viktor roman, who represents the real party interested in acquiring harding industries, a vor, russian organized crime unit, with heavy international interests in the energy sector. andrea matures quickly as she rapidly learns who she can and cannot trust during her search for the people out to kill her family. along with her new friends and advocates, she discovers harding industries holds a soon to expire option to buy property that could become the source of untold billions from oil reserves, and moves in the nick of time to exercise their right to purchase. but the biggest blow for the harding family is yet to come—the discovery that viktor roman has promised kerry marcus the governor’s seat in exchange for information about the hardings, including nicholas and michael’s whereabouts on the night they are shot. ultimately, andrea chooses to forego law school and becomes her father’s new partner in harding industries, no doubt with many adventures yet to come. masterfully told using a smattering of historical facts along with a soundtrack of classical music masterpieces, this thriller keeps readers on edge until the very end. ...more",4eed62cf5f8d8edf,0,https://books.toscrape.com/catalogue/the-torch-is-passed-a-harding-family-story_945/index.html,16,722,REASONABLE,False
thirst,fiction,17.27,5,in stock (16 available) in stock in stock in stock in stock in stock in stock,"on a searing summer friday, eddie chapman has been stuck for hours in a traffic jam. there are accidents along the highway, but ambulances and police are conspicuously absent. when he decides to abandon his car and run home, he sees that the trees along the edge of a stream have been burnt, and the water in the streambed is gone. something is very wrong.when he arrives hom on a searing summer friday, eddie chapman has been stuck for hours in a traffic jam. there are accidents along the highway, but ambulances and police are conspicuously absent. when he decides to abandon his car and run home, he sees that the trees along the edge of a stream have been burnt, and the water in the streambed is gone. something is very wrong.when he arrives home, the power is out and there is no running water. the pipes everywhere, it seems, have gone dry. eddie and his wife, laura, find themselves thrust together with their neighbors while a sense of unease thickens in the stifling night air. thirst takes place in the immediate aftermath of a mysterious disaster--the chapmans and their neighbors suffer the effects of the heat, their thirst, and the terrifying realization that no one is coming to help. as violence rips through the community, eddie and laura are forced to recall secrets from their past and question their present humanity. in crisp and convincing prose, ben warner compels readers to do the same. what might you do to survive? ...more",709822d0b5bcb7f4,0,https://books.toscrape.com/catalogue/thirst_946/index.html,16,253,REASONABLE,True
this one summer,sequential art,19.49,4,in stock (16 available) in stock in stock in stock in stock in stock in stock,"every summer, rose goes with her mom and dad to a lake house in awago beach. it's their getaway, their refuge. rosie's friend windy is always there, too, like the little sister she never had. but this summer is different. rose's mom and dad won't stop fighting, and when rose and windy seek a distraction from the drama, they find themselves with a whole new set of problems. every summer, rose goes with her mom and dad to a lake house in awago beach. it's their getaway, their refuge. rosie's friend windy is always there, too, like the little sister she never had. but this summer is different. rose's mom and dad won't stop fighting, and when rose and windy seek a distraction from the drama, they find themselves with a whole new set of problems. it's a summer of secrets and sorrow and growing up, and it's a good thing rose and windy have each other.in this one summer two stellar creators redefine the teen graphic novel. cousins mariko and jillian tamaki, the team behind skim, have collaborated on this gorgeous, heartbreaking, and ultimately hopeful story about a girl on the cusp of her teen age — a story of renewal and revelation. ...more",51653ef291ab7ddc,0,https://books.toscrape.com/catalogue/this-one-summer_947/index.html,16,205,REASONABLE,True
throwing rocks at the google bus: how growth became the enemy of prosperity,nonfiction,31.12,3,in stock (16 available) in stock in stock in stock in stock in stock in stock,"capital in the twenty-first century meets the second machine age in this stunning and optimistic tour de force on the promise and peril of the digital economy, from one of the most brilliant social critics of our time. digital technology was supposed to usher in a new age of endless prosperity, but so far it has been used to put industrial capitalism on steroids, makin capital in the twenty-first century meets the second machine age in this stunning and optimistic tour de force on the promise and peril of the digital economy, from one of the most brilliant social critics of our time. digital technology was supposed to usher in a new age of endless prosperity, but so far it has been used to put industrial capitalism on steroids, making it harder for people and businesses to keep up. social networks surrender their original missions to more immediately profitable data mining, while brokerage houses abandon value investing for algorithms that drain markets and our 401ks alike--all tactics driven by the need to stoke growth by any means necessary. instead of taking this opportunity to reprogram our economy for sustainability, we have doubled down on growth as its core command. we have reached the limits of this approach. we must escape the growth trap, once and for all. media scholar and technology author douglas rushkoff--one of today's most original and influential thinkers--argues for a new economic program that utilizes the unique distributive power of the internet while breaking free of the winner-take-all system the growth trap leaves in its wake. drawing on sources both contemporary and historical, rushkoff pioneers a new understanding of the old economic paradigm, from central currency to debt to corporations and labor.most importantly, he offers a series of practical steps for businesses, consumers, investors, and policymakers to remake the economic operating system from the inside out--and prosper along the way. instead of boycotting wal-mart or overtaxing the wealthy, we simply implement strategies that foster the creation of value by stakeholders other than just ourselves. from our currency to our labor to the corporation, every aspect of the economy can be reprogrammed with minimal disruption to create a more equitably distributed prosperity for all.inspiring and challenging, throwing rocks at the google bus provides a pragmatic, optimistic, and human-centered model for economic progress in the digital age. ...more",7858914fad68493c,0,https://books.toscrape.com/catalogue/throwing-rocks-at-the-google-bus-how-growth-became-the-enemy-of-prosperity_948/index.html,16,389,COSTLY,False
tsubasa: world chronicle 2 (tsubasa world chronicle #2),sequential art,16.28,1,in stock (16 available) in stock in stock in stock in stock in stock in stock,"dual worlds, dual sights in the land of nirai kanai, there are two realms, one that is the ""outside"" world, and another that is ""inside"" and hidden from the rest of reality. at the request of the holy himegami, syaoran ventures into this inside realm to investigate an anomaly, but what he sees there is very different from what fai and kurogane see. what does this discrepa dual worlds, dual sights in the land of nirai kanai, there are two realms, one that is the ""outside"" world, and another that is ""inside"" and hidden from the rest of reality. at the request of the holy himegami, syaoran ventures into this inside realm to investigate an anomaly, but what he sees there is very different from what fai and kurogane see. what does this discrepancy mean, and what can they do to overcome it?! ...more",09555be379ad9253,0,https://books.toscrape.com/catalogue/tsubasa-world-chronicle-2-tsubasa-world-chronicle-2_949/index.html,16,144,REASONABLE,False
"unbound: how eight technologies made us human, transformed society, and brought our world to the brink",history,25.52,1,in stock (16 available) in stock in stock in stock in stock in stock in stock,"although we usually think of technology as something unique to modern times, our ancestors began to create the first technologies millions of years ago in the form of prehistoric tools and weapons. over time, eight key technologies gradually freed us from the limitations of our animal origins.the fabrication of weapons, the mastery of fire, and the technologies of clothing although we usually think of technology as something unique to modern times, our ancestors began to create the first technologies millions of years ago in the form of prehistoric tools and weapons. over time, eight key technologies gradually freed us from the limitations of our animal origins.the fabrication of weapons, the mastery of fire, and the technologies of clothing and shelter radically restructured the human body, enabling us to walk upright, shed our body hair, and migrate out of tropical africa. symbolic communication transformed human evolution from a slow biological process into a fast cultural process. the invention of agriculture revolutionized the relationship between humanity and the environment, and the technologies of interaction led to the birth of civilization. precision machinery spawned the industrial revolution and the rise of nation-states; and in the next metamorphosis, digital technologies may well unite all of humanity for the benefit of future generations.synthesizing the findings of primatology, paleontology, archeology, history, and anthropology, richard currier reinterprets and retells the modern narrative of human evolution that began with the discovery of lucy and other australopithecus fossils. but the same forces that allowed us to integrate technology into every aspect of our daily lives have also brought us to the brink of planetary catastrophe. unbound explains both how we got here and how human society must be transformed again to achieve a sustainable future.technology: “the deliberate modification of any natural object or substance with forethought to achieve a specific end or to serve a specific purpose.” ...more",9a9d6e9bc555731e,0,https://books.toscrape.com/catalogue/unbound-how-eight-technologies-made-us-human-transformed-society-and-brought-our-world-to-the-brink_950/index.html,16,309,AFFORDABLE,False
unicorn tracks,fantasy,18.78,3,in stock (16 available) in stock in stock in stock in stock in stock in stock,"after a savage attack drives her from her home, sixteen-year-old mnemba finds a place in her cousin tumelo’s successful safari business, where she quickly excels as a guide. surrounding herself with nature and the mystical animals inhabiting the savannah not only allows mnemba’s tracking skills to shine, it helps her to hide from the terrible memories that haunt her.mnemba after a savage attack drives her from her home, sixteen-year-old mnemba finds a place in her cousin tumelo’s successful safari business, where she quickly excels as a guide. surrounding herself with nature and the mystical animals inhabiting the savannah not only allows mnemba’s tracking skills to shine, it helps her to hide from the terrible memories that haunt her.mnemba is employed to guide mr. harving and his daughter, kara, through the wilderness as they study unicorns. the young women are drawn to each other, despite that fact that kara is betrothed. during their research, they discover a conspiracy by a group of poachers to capture the unicorns and exploit their supernatural strength to build a railway. together, they must find a way to protect the creatures kara adores while resisting the love they know they can never indulge. ...more",7ae099f3898e0209,0,https://books.toscrape.com/catalogue/unicorn-tracks_951/index.html,16,198,REASONABLE,False
"unseen city: the majesty of pigeons, the discreet charm of snails & other wonders of the urban wilderness",nonfiction,44.18,4,in stock (16 available) in stock in stock in stock in stock in stock in stock,"it all started with nathanael johnson’s decision to teach his daughter the name of every tree they passed on their walk to day care in san francisco. this project turned into a quest to discover the secrets of the neighborhood’s flora and fauna, and yielded more than names and trivia: johnson developed a relationship with his nonhuman neighbors.johnson argues that learning it all started with nathanael johnson’s decision to teach his daughter the name of every tree they passed on their walk to day care in san francisco. this project turned into a quest to discover the secrets of the neighborhood’s flora and fauna, and yielded more than names and trivia: johnson developed a relationship with his nonhuman neighbors.johnson argues that learning to see the world afresh, like a child, shifts the way we think about nature: instead of something distant and abstract, nature becomes real—all at once comical, annoying, and beautiful. this shift can add tremendous value to our lives, and it might just be the first step in saving the world.no matter where we live—city, country, oceanside, ormountains—there are wonders that we walk past every day. unseen city widens the pinhole of our perspective by allowing us to view the world from the high-altitude eyes of a turkey vulture and the distinctly low-altitude eyes of a snail. the narrative allows us to eavesdrop on the comically frenetic life of a squirrel and peer deep into the past with a ginkgo biloba tree. each of these organisms has something unique to tell us about our neighborhoods and, chapter by chapter, unseen city takes us on a journey that is part nature lesson and part love letter to the world’s urban jungles. with the right perspective, a walk to the subway can be every bit as entrancing as a walk through a national park. ...more",d170b5a0da46380e,0,https://books.toscrape.com/catalogue/unseen-city-the-majesty-of-pigeons-the-discreet-charm-of-snails-other-wonders-of-the-urban-wilderness_952/index.html,16,305,COSTLY,False
untitled collection: sabbath poems 2014,poetry,14.27,4,in stock (16 available) in stock in stock in stock in stock in stock in stock,"more than thirty-five years ago, when the weather allowed, wendell berry began spending his sabbaths outdoors, walking and wandering around familiar territory, seeking a deep intimacy only time could provide. these walks arranged themselves into poems and each year since he has completed a sequence dated by the year of its composition. last year we collected the lot into a more than thirty-five years ago, when the weather allowed, wendell berry began spending his sabbaths outdoors, walking and wandering around familiar territory, seeking a deep intimacy only time could provide. these walks arranged themselves into poems and each year since he has completed a sequence dated by the year of its composition. last year we collected the lot into a collection, this day, the sabbath poems 1979-2013. this new sequence for the following year is one of the richest yet. this group provides a virtual syllabus for all of mr. berry’s cultural and agricultural work in concentrated form. many of these poems are drawn from the view from a small porch in the woods, a place of stillness and reflection, a vantage point “of the one/life of the forest composed/of uncountable lives in countless/years each life coherent itself within/ the coherence, the great composure,/of all.” a new collection of wendell berry poems is always an occasion of joyful celebration and this one is especially so. ...more",657fe5ead67a7767,0,https://books.toscrape.com/catalogue/untitled-collection-sabbath-poems-2014_953/index.html,16,226,REASONABLE,True
"we love you, charlie freeman",fiction,50.27,5,in stock (16 available) in stock in stock in stock in stock in stock in stock,"the freeman family--charles, laurel, and their daughters, teenage charlotte and nine-year-old callie--have been invited to the toneybee institute in rural massachusetts to participate in a research experiment. they will live in an apartment on campus with charlie, a young chimp abandoned by his mother. the freemans were selected for the experiment because they know sign la the freeman family--charles, laurel, and their daughters, teenage charlotte and nine-year-old callie--have been invited to the toneybee institute in rural massachusetts to participate in a research experiment. they will live in an apartment on campus with charlie, a young chimp abandoned by his mother. the freemans were selected for the experiment because they know sign language; they are supposed to teach it to charlie and welcome him as a member of their family. isolated in their new, nearly all-white community not just by their race but by their strange living situation, the freemans come undone. and when charlotte discovers the truth about the institute’s history of questionable studies, the secrets of the past begin to invade the present. the power of this novel resides in kaitlyn greenidge’s undeniable storytelling talents. what appears to be a story of mothers and daughters, of sisterhood put to the test, of adolescent love and grown-up misconduct, and of history’s long reach, becomes a provocative and compelling exploration of america’s failure to find a language to talk about race. ...more",8d455c7539795d2a,0,https://books.toscrape.com/catalogue/we-love-you-charlie-freeman_954/index.html,16,231,COSTLY,False
